query_id,query_text,intent_category,video_title,creator_handle,description_snippet,result_language,score,flag
Q69,ag1 greens supplement worth it,Commercial,AG1 vs Bloom Nutrition vs Organifi — greens comparison,@greenscompare_tt,Head-to-head comparison of popular greens powders.,English,3,
Q69,ag1 greens supplement worth it,Commercial,Why I stopped taking AG1 — 6 months later,@supplementshonesty,Long-term discontinuation review. Valuable alternative perspective.,English,3,
Q69,ag1 greens supplement worth it,Commercial,AG1 ingredients breakdown — is it worth the price?,@nutritionscience_tt,Ingredient-level analysis by a nutritionist.,English,3,
Q69,ag1 greens supplement worth it,Commercial,AG1 promo code — 20% off first month,@supplementdeals,Affiliate link promotion. No review content.,English,0,Affiliate promo only — no review content
Q70,best online mba programs ranked,Commercial,Best Online MBA Programs 2024 — ROI and Reputation Ranked,@mbacoach_tt,"Ranks programs by ROI, employer recognition, and flexibility. Cites USNWR data.",English,3,
Q70,best online mba programs ranked,Commercial,Is an online MBA worth it? Honest take,@mbahonesty_tt,Value proposition analysis from recent graduates.,English,3,
Q70,best online mba programs ranked,Commercial,Indiana vs Arizona State vs WGU online MBA — compared,@onlinemba_compare,"Specific program comparison with tuition, duration, and placement data.",English,3,
Q70,best online mba programs ranked,Commercial,MBA vs specialized Master's degree — which to choose,@gradschool_advice,Program type comparison. Pre-decision research.,English,1,"Program type comparison — pre-decision, not MBA-specific ranking"
Q70,best online mba programs ranked,Commercial,I got my online MBA — here's what happened to my career,@mba_career_update,Post-graduation career impact story. Useful proof point.,English,2,
Q71,lululemon vs alo yoga leggings,Commercial,Lululemon vs Alo Yoga — 6 Month Wear Test,@activewearreviewer,"Durability, comfort, pilling, and value comparison across running and yoga.",English,3,
Q71,lululemon vs alo yoga leggings,Commercial,Are Alo Yoga leggings worth the price?,@fitnessfashion_honest,Alo-focused review with value assessment.,English,2,
Q71,lululemon vs alo yoga leggings,Commercial,Best leggings under $50 — the real alternatives,@budgetactivewear,Budget alternatives comparison. Useful but diverges from premium comparison query.,English,1,Budget alternatives — diverges from premium comparison query
Q71,lululemon vs alo yoga leggings,Commercial,Lululemon leggings sizing guide — how to find your fit,@lulufitguide,Sizing advice for Lululemon. Not comparative.,English,1,Single brand only — no comparison
Q71,lululemon vs alo yoga leggings,Commercial,Activewear haul — Lululemon and Alo,@activewearhaul,Shopping haul. No comparative evaluation.,English,1,Haul with no comparative evaluation
Q72,best mattress back pain under 1000,Commercial,Top 5 Mattresses for Back Pain — Sleep Expert Tested,@sleepscience_tt,"Sleep specialist reviews Saatva, DreamCloud, and Purple with pressure point mapping.",English,3,
Q72,best mattress back pain under 1000,Commercial,I have chronic back pain — here's the mattress that helped,@backpain_honest,Personal experience review with orthopedic context.,English,3,
Q72,best mattress back pain under 1000,Commercial,Firm vs soft mattress — what's actually better for back pain?,@sleepscience_basics,Mattress firmness science. Important context for buyers.,English,2,
Q72,best mattress back pain under 1000,Commercial,Casper vs Purple vs Nectar — budget mattress comparison,@mattressreviews,"Comparison but focused on budget options, some over $1000.",English,2,
Q72,best mattress back pain under 1000,Commercial,Mattress in a box brands — are they a scam?,@furnitureskeptic,Category credibility analysis. Not a specific recommendation.,English,1,Category credibility — not a specific recommendation
Q73,ancestry dna test accuracy review,Commercial,AncestryDNA vs 23andMe vs MyHeritage — Full Comparison,@dnareviewer_tt,"Methodology, database size, turnaround time, and health feature accuracy compared.",English,3,
Q73,ancestry dna test accuracy review,Commercial,I took all 3 DNA tests — here's what was different,@dnaexperiment_tt,Personal experiment comparing results across all three kits.,English,3,
Q73,ancestry dna test accuracy review,Commercial,How accurate are DNA ancestry tests really?,@geneticsscience,Scientific explainer on confidence intervals and reference populations.,English,2,
Q73,ancestry dna test accuracy review,Commercial,AncestryDNA health upgrade — is it worth it?,@geneticshealth_tt,Health feature specifically. Narrower scope than full comparison.,English,2,
Q73,ancestry dna test accuracy review,Commercial,Family tree building tips with DNA results,@genealogy_tips,Post-purchase usage tips. Not evaluative of the test itself.,English,0,"Wrong intent — post-purchase usage, not evaluating the test"
Q74,best project management software small teams,Commercial,Asana vs Monday.com vs Notion — Real 90-Day Test,@productivityreviews,"Ease of use, features, integrations, and pricing tested across a real team workflow.",English,3,
Q74,best project management software small teams,Commercial,Notion vs Linear vs ClickUp — which wins for startups?,@startupsoftware_tt,Startup-focused comparison. Highly relevant.,English,3,
Q74,best project management software small teams,Commercial,How we manage our 5-person remote team — tool stack,@remoteteam_workflow,Real workflow case study with tool explanations.,English,2,
Q74,best project management software small teams,Commercial,Is Notion actually good for project management?,@notioncritique_tt,Notion-specific critical review. Narrower scope.,English,2,
Q74,best project management software small teams,Commercial,Project management certification — is PMP worth it?,@pmpcert_tt,Certification content. Not about software tools.,English,0,"Wrong intent — certification content, not about software"
Q75,hellofresh meal kit review,Commercial,I Used HelloFresh for 3 Months — Full Review,@mealkit_honesty,"Cost per serving, variety, prep time, and ingredient quality tracked over 3 months.",English,3,
Q75,hellofresh meal kit review,Commercial,HelloFresh vs Blue Apron vs EveryPlate — best value,@mealkitcompare,Head-to-head comparison of the major meal kit services.,English,3,
Q75,hellofresh meal kit review,Commercial,HelloFresh hidden costs — what they don't tell you,@consumerwatch_tt,Fee transparency analysis. Important for decision-making.,English,3,
Q75,hellofresh meal kit review,Commercial,HelloFresh vs grocery shopping — which is cheaper?,@frugalliving_tt,Cost comparison. Highly relevant to the commercial intent.,English,3,
Q75,hellofresh meal kit review,Commercial,HelloFresh recipe ideas — my 10 favorite boxes,@mealkitfan,Positive fan content without critical evaluation.,English,1,Fan content — positive but not a genuine review
Q76,best standing desk under 500,Commercial,Top 4 Standing Desks Under $500 — Engineer Tested,@deskreviewer_official,"Tests Flexispot, Uplift, and IKEA Bekant for stability, motor noise, and weight capacity.",English,3,
Q76,best standing desk under 500,Commercial,Flexispot vs Vari vs Autonomous — standing desk showdown,@homeofficereviews,Popular brand comparison with wobble testing and warranty analysis.,English,3,
Q76,best standing desk under 500,Commercial,Standing desk accessories you actually need,@desksetup_tt,Accessory recommendations. Assumes desk already purchased.,English,0,"Wrong intent — accessories, assumes desk already purchased"
Q76,best standing desk under 500,Commercial,Do standing desks actually improve health?,@ergonomics_science,Health benefit research review. Good pre-purchase context.,English,2,
Q76,best standing desk under 500,Commercial,IKEA standing desk hack — build for $200,@ikeahacks_tt,DIY alternative. Related but not a mainstream product comparison.,English,2,
Q77,is masterclass subscription worth it,Commercial,"MasterClass — 1 Year Review, Was It Worth $180?",@onlinelearning_review,Reviews 15 courses across categories. Honest about ideal user profile.,English,3,
Q77,is masterclass subscription worth it,Commercial,MasterClass vs Coursera vs Skillshare — which is better?,@onlinecourses_compare,Platform comparison. Directly answers the value question.,English,3,
Q77,is masterclass subscription worth it,Commercial,Best MasterClass courses — top 10 ranked,@masterclasstop,Course ranking. Useful but assumes subscription already purchased.,English,1,Assumes subscription purchased — not about worth
Q77,is masterclass subscription worth it,Commercial,How to get MasterClass for free or cheap,@dealseeker_tt,Discount and trial methods. Adjacent to the worth-it question.,English,2,
Q77,is masterclass subscription worth it,Commercial,Gordon Ramsay MasterClass — is it any good?,@chefreviews,Single instructor review. Narrow scope.,English,2,
Q78,best creatine monohydrate brand 2024,Commercial,Top 5 Creatine Brands — Third-Party Lab Tested,@supplementscience,"Lab purity results compared across Optimum Nutrition, Thorne, and bulk powder options.",English,3,
Q78,best creatine monohydrate brand 2024,Commercial,Creatine monohydrate vs HCL — which is better?,@creatineresearch_tt,Form comparison backed by research. Important for an informed purchase.,English,2,
Q78,best creatine monohydrate brand 2024,Commercial,Does creatine actually work? The science,@sportscience_tt,Evidence review on creatine efficacy. Pre-purchase context.,English,2,
Q78,best creatine monohydrate brand 2024,Commercial,How to take creatine — loading vs maintenance,@supplementprotocol,Usage protocol guide. Post-purchase — assumes brand already chosen.,English,0,"Wrong intent — usage protocol, assumes brand already chosen"
Q78,best creatine monohydrate brand 2024,Commercial,Sponsored: my favorite creatine (use code GYM20),@gyminfluencer,Single brand sponsorship. No comparison or independent evaluation.,English,0,Sponsored single-brand promo — no comparison
Q79,best vpn for streaming 2024,Commercial,ExpressVPN vs NordVPN vs Surfshark — 2024 Speed Test,@vpncomparison_tt,"Real streaming speeds, server counts, and Netflix unblocking ability compared.",English,3,
Q79,best vpn for streaming 2024,Commercial,Best free VPNs that actually work — ranked,@freevpn_review,Free VPN comparison. Different price tier than typical paid VPN query.,English,1,Different tier — free VPNs vs paid query
Q79,best vpn for streaming 2024,Commercial,How to use a VPN to access geo-blocked content,@vpntutorial_tt,How-to guide. Useful context but not a product comparison.,English,1,How-to guide — not a product comparison
Q79,best vpn for streaming 2024,Commercial,Is NordVPN actually worth it? 1 year review,@nordvpn_honest,Single-brand review. Narrower than a full comparison.,English,2,
Q79,best vpn for streaming 2024,Commercial,VPN for privacy vs VPN for streaming — what's different?,@vpnbasics_tt,Educational distinction content. Not a product recommendation.,English,1,Educational distinction — not a product recommendation
Q80,robot vacuum comparison 2024,Commercial,iRobot vs Roborock vs Eufy — Which Cleans Best?,@hometech_reviews,"Pet hair, carpet, and hardwood floor tests with navigation mapping comparison.",English,3,
Q80,robot vacuum comparison 2024,Commercial,Best robot vacuum under $300 — ranked 2024,@budget_hometech,Budget-tier comparison. Specific price bracket useful for deal-seekers.,English,3,
Q80,robot vacuum comparison 2024,Commercial,Roomba s9+ vs Roborock S8 Pro — premium showdown,@premiumtech_tt,High-end comparison. Potentially outside budget for the general query.,English,2,
Q80,robot vacuum comparison 2024,Commercial,Robot vacuum — are they actually worth it?,@hometech_skeptic,Value proposition analysis. Good companion to a comparison.,English,2,
Q80,robot vacuum comparison 2024,Commercial,How to maintain your robot vacuum — tips and tricks,@robovac_maintenance,Maintenance guide. Post-purchase — assumes vacuum already owned.,English,0,"Wrong intent — maintenance guide, assumes vacuum already owned"
